group,file_name,reference_text,predicted_text,WER,CER,Accuracy (%)
0019,0019_001391.txt,"Enough,you a foolish chatter.","Enough, you a foolish chatter.",0.5,0.034,50.0
0019,0019_001385.txt,But things haven't change yet.,But things haven't changed yet.,0.2,0.033,80.0
0019,0019_001384.txt,"Another one, ten thousand dollars.","Another one? $10,000?",0.8,0.647,20.0
0019,0019_001390.txt,So Tom saw night as it were broad daylight.,So Tom saw night as it were broad daylight.,0.0,0.0,100.0
0019,0019_001347.txt,How Tom and Jerry went to visit mister Sam.,How Tom and Jerry Went to Visit Mr. Sam,0.222,0.14,77.78
0019,0019_001353.txt,I am loath to see him go.,I am loath to see him go.,0.0,0.0,100.0
0019,0019_001186.txt,She has eaten the tapioca all-of it.,"She is eating the tapioca, all of it.",0.714,0.167,28.57
0019,0019_001192.txt,Wake now my merry tads!,"Wake now, Mary Tads.",0.8,0.261,20.0
0019,0019_001179.txt,A large flat ferry boat was moored beside-it.,A large flat ferryboat was moored beside it.,0.5,0.044,50.0
0019,0019_001145.txt,Aha what i have we here?,Aha! What I have we here.,0.333,0.083,66.67
0019,0019_001151.txt,"It's me piglit, help help!","It's me Piglet, help help!",0.2,0.038,80.0
0019,0019_001233.txt,Fresh pain seized Paul's body.,Fresh pain sees Paul's body.,0.2,0.1,80.0
0019,0019_001227.txt,Tom fell with a cloven head.,Tom fell with a cloven head.,0.0,0.0,100.0
0019,0019_001223.txt,He searched through the box.,He searched through the box.,0.0,0.0,100.0
0019,0019_001237.txt,An hour out of Guildford town.,An hour out of Guildford Town.,0.0,0.0,100.0
0019,0019_001169.txt,The owl flew into a bush.,the owl flew into a bush.,0.0,0.0,100.0
0019,0019_001155.txt,He was killed by an arrow.,He was killed by an arrow.,0.0,0.0,100.0
0019,0019_001141.txt,We expected Tom would jump for joy.,We expected Tom would jump for joy.,0.0,0.0,100.0
0019,0019_001196.txt,"He said to Jack, the chatterer.","He said to Jack, the chatterer.",0.0,0.0,100.0
0019,0019_001182.txt,I thank you for this mercy!,I thank you for this mercy.,0.167,0.037,83.33
0019,0019_001357.txt,I owe them five hundred dollars.,I owe them $500.,0.5,0.625,50.0
0019,0019_001343.txt,He is old fashioned but he is the best of men.,"He is old-fashioned, but he is the best of men.",0.182,0.043,81.82
0019,0019_001394.txt,"Lucy, a clever farmer.","Lucy, a clever farmer.",0.0,0.0,100.0
0019,0019_001380.txt,She keeps saying I'm hers.,She keeps saying I'm hers.,0.0,0.0,100.0
0019,0019_001381.txt,She'll be feverish after so much thinking.,She'll be feverish after thinking so much.,0.429,0.381,57.14
0019,0019_001395.txt,A whirring noise was heard.,A worrying noise was heard.,0.2,0.111,80.0
0019,0019_001342.txt,She has a high voice.,She has a high voice.,0.0,0.0,100.0
0019,0019_001356.txt,Please invite Tom if there is not requires.,Please invite Tom if there is not requires.,0.0,0.0,100.0
0019,0019_001183.txt,I smell the breath of an English.,I smell the breath of an English.,0.0,0.0,100.0
0019,0019_001197.txt,And there you'll find a snap dragon fly.,And there you'll find a snapdragonfly.,0.375,0.05,62.5
0019,0019_001140.txt,And they did push so!,And they did push sew.,0.2,0.143,80.0
0019,0019_001154.txt,Here am i whom you seek.,Here am I whom you seek.,0.0,0.0,100.0
0019,0019_001168.txt,Look out! said Alice.,"Look out, said Alice.",0.25,0.048,75.0
0019,0019_001236.txt,She jump at the tail and bite it savagely.,She jumped at the tail and bite it savagely.,0.111,0.048,88.89
0019,0019_001222.txt,I shall say good bye.,I shall say goodbye.,0.4,0.048,60.0
0019,0019_001208.txt,it looks much better.,It looks much better.,0.0,0.0,100.0
0019,0019_001234.txt,"We have been fine, haven't we?","We have been fine, haven't we?",0.0,0.0,100.0
0019,0019_001220.txt,But if you hadn't done them.,But if you hadn't done them...,0.167,0.071,83.33
0019,0019_001142.txt,Does the one that wins get the crowned?,Does the one that wins gets the crown?,0.25,0.077,75.0
0019,0019_001156.txt,I guess it's a choice feast.,I guess it's a choice feast.,0.0,0.0,100.0
0019,0019_001181.txt,It must come sometimes to jam a day.,It must come sometimes to jam a day.,0.0,0.0,100.0
0019,0019_001195.txt,Reed by the living pool!,Read by the living pool.,0.4,0.083,60.0
0019,0019_001368.txt,The name of the song is called haddocks.,The name of the song is called Haduks.,0.125,0.075,87.5
0019,0019_001340.txt,There goes the shawl again!,There goes the shawl again.,0.2,0.037,80.0
0019,0019_001354.txt,How do you like you dirty bird!,How do you like your dirty bird?,0.286,0.065,71.43
0019,0019_001383.txt,You gain for nothing girl!,"You game for nothing, girl.",0.6,0.154,40.0
0019,0019_001397.txt,What are you waiting for? man.,"What are you waiting for, man?",0.333,0.067,66.67
0019,0019_001396.txt,I am going to back home.,I am going back home.,0.167,0.125,83.33
0019,0019_001382.txt,where are you going?,Where are you going?,0.0,0.0,100.0
0019,0019_001355.txt,The fisherman and his wife see George every day.,The fisherman and his wife see George every day.,0.0,0.0,100.0
0019,0019_001341.txt,The end of february fourteenth.,The end of February 14th.,0.2,0.258,80.0
0019,0019_001369.txt,How could I dig burrows with short toe nails?,How could I dig burrows with short toenails?,0.222,0.022,77.78
0019,0019_001194.txt,We all see panda on TV or in the zoo.,We all see Panda on TV or in the zoo.,0.0,0.0,100.0
0019,0019_001180.txt,And would spoil my joke.,and would spoil my joke.,0.0,0.0,100.0
0019,0019_001157.txt,Tom and Michael woke up next morning.,Tom and Michael woke up the next morning.,0.143,0.108,85.71
0019,0019_001143.txt,To buy two pork chops.,to buy two pork chops.,0.0,0.0,100.0
0019,0019_001221.txt,I say neither yea nor nay.,I say neither yea nor nay.,0.0,0.0,100.0
0019,0019_001235.txt,The new born baby is stolen as we go.,The newborn baby is stolen as we go.,0.222,0.027,77.78
0019,0019_001209.txt,Such tunes are joy to a dancing fay.,Such tunes are joy to a dancing fae.,0.125,0.028,87.5
0019,0019_001252.txt,that sounds good.,That sounds good.,0.0,0.0,100.0
0019,0019_001246.txt,Clear are your eyes and bright your breath!,Clear all your eyes and bright your breath.,0.25,0.07,75.0
0019,0019_001291.txt,We have showed his shark tooth.,We have showed his shark tooth.,0.0,0.0,100.0
0019,0019_001285.txt,"If not, I shall go no further.","If not, shall I go further?",0.571,0.2,42.86
0019,0019_001078.txt,"She had said, so that one could keep up a conversation!",She had said so that no one could keep up a conversation.,0.273,0.091,72.73
0019,0019_001093.txt,Story twenty nine a boy and a monkey.,"Story 29, A Boy and a Monkey.",0.25,0.297,75.0
0019,0019_001087.txt,I think it'll encourage me.,I think it'll encourage me.,0.0,0.0,100.0
0019,0019_001124.txt,Come on my jack in the boxes!,"Come on, my Jack in the Boxes.",0.286,0.069,71.43
0019,0019_001130.txt,Then there was a report.,Then there was a report.,0.0,0.0,100.0
0019,0019_001118.txt,I do not eat bread.,I do not eat bread.,0.0,0.0,100.0
0019,0019_001326.txt,Can your name be more hilarious?,Can your name be more hilarious?,0.0,0.0,100.0
0019,0019_001332.txt,Alice I won't forget it again.,"Alice, I won't forget it again.",0.167,0.033,83.33
0019,0019_001333.txt,They had been named Tom and Jerry.,They had been named Tom and Jerry.,0.0,0.0,100.0
0019,0019_001327.txt,The end part is fish mouth.,The end part is fish mouth.,0.0,0.0,100.0
0019,0019_001119.txt,"Not much use is it, sam?","Not much use is it, Sam?",0.0,0.0,100.0
0019,0019_001131.txt,And I never had a whooping cough why.,and I never had a whooping cough. Why?,0.25,0.054,75.0
0019,0019_001125.txt,I'd far rather go without them than eat them!,I'd far rather go without them than eat them.,0.111,0.022,88.89
0019,0019_001086.txt,How I hate this foul pool!,How I hate this foul pool,0.167,0.038,83.33
0019,0019_001092.txt,She may mind ye of her.,she may mine ye of her.,0.167,0.043,83.33
0019,0019_001079.txt,Rat came and replied on the leaves.,Rat came and replied on the leaves.,0.0,0.0,100.0
0019,0019_001051.txt,"The nine the eggs, I keep.",The nine eggs I keep.,0.333,0.192,66.67
0019,0019_001284.txt,"Hurry up, hurry up!",Hurry up. Hurry up.,0.5,0.105,50.0
0019,0019_001290.txt,Both side were softly curved.,Both sides were softly curved.,0.2,0.034,80.0
0019,0019_001247.txt,"Fur flew through the air, teeth gnashed.","Fur flew through the air, teeth gnashed.",0.0,0.0,100.0
0019,0019_001253.txt,I was not grabbed.,I was not grabbed.,0.0,0.0,100.0
0019,0019_001245.txt,A boat put out-on the bay.,A boat put out on the bay.,0.333,0.038,66.67
0019,0019_001251.txt,"A lady, is on Alice's lap!",A lady is on Alice's lap.,0.333,0.077,66.67
0019,0019_001279.txt,The first year they sowed rye.,the first year they sewed rye.,0.167,0.033,83.33
0019,0019_001286.txt,How rash you are!,How rash you are.,0.25,0.059,75.0
0019,0019_001292.txt,Give me your hand or I will cry harder than before.,Give me your hand or I will cry harder than before.,0.0,0.0,100.0
0019,0019_001053.txt,That I owe my thanks to you.,That I owe my thanks to you.,0.0,0.0,100.0
0019,0019_001084.txt,A divine wrath made her blue eyes awful.,A divine wrath made her blue eyes awful.,0.0,0.0,100.0
0019,0019_001090.txt,In which fox loses a tail and its elder sister finds one.,in which Fox loses a tail and its elder sister finds one.,0.0,0.0,100.0
0019,0019_001133.txt,Be off now as quick as you may!,Be off now as quickly as you may.,0.25,0.097,75.0
0019,0019_001127.txt,But I saw you walking.,But I saw you walking.,0.0,0.0,100.0
0019,0019_001331.txt,He could not help doing so.,He could not help doing so.,0.0,0.0,100.0
0019,0019_001325.txt,You shouldn't have pricked him with your horn.,You shouldn't have pricked him with your horn.,0.0,0.0,100.0
0019,0019_001319.txt,But show me now your map!,but show me now your map.,0.167,0.04,83.33
0019,0019_001318.txt,He showed no signs of age.,He showed no signs of age.,0.0,0.0,100.0
0019,0019_001324.txt,Because he was a man with infinite resource and sagacity.,because he was a man with infinite resource and sagacity.,0.0,0.0,100.0
0019,0019_001330.txt,Your path now goes south.,Your path now goes south.,0.0,0.0,100.0
0019,0019_001126.txt,The hag looked in the stove.,The hag looked in the stove.,0.0,0.0,100.0
0019,0019_001132.txt,A fair jaw cracker dwarf language must be!,A fair jaw-cracker dwarf language must be.,0.375,0.048,62.5
0019,0019_001091.txt,I chose the right way.,I choose the right way.,0.2,0.045,80.0
0019,0019_001085.txt,The name really is the agedaged man.,"The name really is the aged, aged man.",0.286,0.056,71.43
0019,0019_001052.txt,"I did go, and made many prisoners.",I did go. I made many prisoners.,0.286,0.118,71.43
0019,0019_001293.txt,And has you slain him?,And has you slain him?,0.0,0.0,100.0
0019,0019_001287.txt,What would they do at the end of the year?,What would they do at the end of the year?,0.0,0.0,100.0
0019,0019_001278.txt,It says no way! shouted Daisy.,"It says no way, shouted Daisy.",0.167,0.033,83.33
0019,0019_001250.txt,That cloth does not look worth much!,That cloth doesn't look worth much.,0.429,0.083,57.14
0019,0019_001244.txt,"Yes, I miss her.","Yes, I miss her.",0.0,0.0,100.0
0019,0019_001268.txt,I'll send for Tom to my boudoir.,I'll send for Tom to my bordor.,0.143,0.062,85.71
0019,0019_001240.txt,And they were sandy yellow brownish all over.,"and they were sandy, yellow, brownish all over.",0.25,0.044,75.0
0019,0019_001254.txt,The song is really louding on a gate.,The song is really loud on a gate.,0.125,0.081,87.5
0019,0019_001283.txt,Why should i care though David's lips were twitching?,Why should I care though? David's lips were twitching.,0.222,0.038,77.78
0019,0019_001297.txt,She and i are running a neck and neck race.,She and I are running a neck and neck race.,0.0,0.0,100.0
0019,0019_001056.txt,Andy what's the gyre and to gimble.,"Andy, what's the gyre? And to gimbal?",0.429,0.143,57.14
0019,0019_001081.txt,All smile were real and the happier，the more sincere .,"All smile were real, and the happier, the more sincere.",0.5,0.074,50.0
0019,0019_001095.txt,The nastiest things they saw were the cobwebs.,The nastiest things they saw were the cobwebs.,0.0,0.0,100.0
0019,0019_001136.txt,And tick a tack too.,And tick attack two.,0.6,0.1,40.0
0019,0019_001122.txt,"How are you, dear child?","How are you, dear child?",0.0,0.0,100.0
0019,0019_001308.txt,"Mum shuts one's mouth up, doesn't it.","Mom shuts one's mouth up, doesn't it?",0.286,0.054,71.43
0019,0019_001334.txt,"Chapter eighteen, the return journey.","Chapter 18, The Return Journey",0.4,0.243,60.0
0019,0019_001320.txt,"Chew leaves quickly, said rabbit.","Chew leaves quickly, said Rabbit.",0.0,0.0,100.0
0019,0019_001321.txt,I say I will be emperor.,I say I will be Emperor.,0.0,0.0,100.0
0019,0019_001335.txt,"The straw, charcoal and the pea.","the straw, the charcoal, and the pea.",0.333,0.156,66.67
0019,0019_001309.txt,The song is called Ways and Means.,The song is called Ways and Means.,0.0,0.0,100.0
0019,0019_001123.txt,how suspicious this fox.,How suspicious this fox.,0.0,0.0,100.0
0019,0019_001137.txt,A hippo lives in the zoo.,A hippo lives in the zoo.,0.0,0.0,100.0
0019,0019_001094.txt,Take courage all isn't lost yet.,Take courage. All isn't lost yet.,0.167,0.031,83.33
0019,0019_001080.txt,Must a name mean something?,Must the name mean something?,0.2,0.111,80.0
0019,0019_001057.txt,I'm as bad as I can be.,I'm as bad as I can be.,0.0,0.0,100.0
0019,0019_001296.txt,We can not do it sir.,"We cannot do it, sir.",0.5,0.095,50.0
0019,0019_001282.txt,"Will call her Lili, for short.",We'll call her Lily for short.,0.333,0.133,66.67
0019,0019_001255.txt,Fear neither root nor sprout!,Fear neither root nor sprout.,0.2,0.034,80.0
0019,0019_001241.txt,I make her quite nervy at times.,I make her quite nervy at times.,0.0,0.0,100.0
0019,0019_001269.txt,But the tune isn't his own invention.,But the tune isn't his own invention.,0.0,0.0,100.0
0019,0019_001257.txt,"What am I, I'm a racer, son of god.","What am I? I'm a racer, son of God.",0.111,0.029,88.89
0019,0019_001243.txt,Please hire me after you.,Please hire me after you.,0.0,0.0,100.0
0019,0019_001294.txt,Off for the prison ship.,Off for the prison ship.,0.0,0.0,100.0
0019,0019_001280.txt,Your own wife is not at home.,Your own wife is not at home.,0.0,0.0,100.0
0019,0019_001069.txt,At the end of four.,at the end of four.,0.0,0.0,100.0
0019,0019_001055.txt,Clear than clear water!,"clear, then clear water.",0.75,0.13,25.0
0019,0019_001096.txt,They'd never know I'd regular ran away.,They'd never know I'd regular ran away.,0.0,0.0,100.0
0019,0019_001082.txt,Who is been repeating all that hard stuff to you?,Who's been repeating all that hard stuff to you?,0.2,0.041,80.0
0019,0019_001109.txt,Zero four three a silver shilling is journey.,0 4 3 a silver shillingish journey,0.75,0.356,25.0
0019,0019_001121.txt,She was born on april nineteen forty three.,She was born on April 1943.,0.375,0.465,62.5
0019,0019_001135.txt,Suppose I take grandmother a fresh vegetable.,I suppose I take grandmother a fresh vegetable.,0.143,0.044,85.71
0019,0019_001323.txt,I'd just as soon swim your way as others do.,I'd just as soon as swim your way as others do.,0.1,0.068,90.0
0019,0019_001337.txt,A voice said: Come in.,"A voice said, come in.",0.2,0.045,80.0
0019,0019_001336.txt,"One two three, where is your breakfast.","One, two, three, where is your breakfast?",0.429,0.077,57.14
0019,0019_001322.txt,No admittance except on party business.,No admittance except on party business.,0.0,0.0,100.0
0019,0019_001134.txt,By hook or by crook.,by hook or by crook.,0.0,0.0,100.0
0019,0019_001120.txt,Tom now let our arrows fly!,"Tom, now let our arrows fly.",0.333,0.074,66.67
0019,0019_001108.txt,The octopus has eight legs.,The octopus has eight legs.,0.0,0.0,100.0
0019,0019_001083.txt,This used to be Jerry's occupation.,This used to be Jerry's occupation.,0.0,0.0,100.0
0019,0019_001097.txt,please excuse me.,Please excuse me.,0.0,0.0,100.0
0019,0019_001054.txt,They went up to the dark mass job had pointed out.,They went up to the dark mass Job had pointed out.,0.0,0.0,100.0
0019,0019_001068.txt,Then sadly it is much farther.,then sadly it is much farther.,0.0,0.0,100.0
0019,0019_001281.txt,He told me that I ought to change.,He told me that I ought to change.,0.0,0.0,100.0
0019,0019_001295.txt,Do you think it's a woozle?,Do you think it's a woozle?,0.0,0.0,100.0
0019,0019_001242.txt,I have had to grow old.,I have had to grow old.,0.0,0.0,100.0
0019,0019_001256.txt,Still you owe it a duty.,"Still, you owe it a duty.",0.167,0.042,83.33
0019,0019_001273.txt,"Pick, pick, pick!","pick, pick, pick.",0.333,0.059,66.67
0019,0019_001267.txt,You cruelty shall cost your life !,Your cruelty shall cost you your life.,0.571,0.206,42.86
0019,0019_001298.txt,In which piglet meets a elephant.,in which Piglet meets an elephant.,0.167,0.03,83.33
0019,0019_001071.txt,As rich-as Peter's son in law!,as rich as Peter's son-in-law.,0.833,0.133,16.67
0019,0019_001065.txt,Poor Tom now is dead!,Poor Tom now is dead.,0.2,0.048,80.0
0019,0019_001059.txt,On the twenty second of last march.,on the 22nd of last March.,0.286,0.314,71.43
0019,0019_001105.txt,A deafening chirruping rent the air.,A deafening chirping rent the air.,0.167,0.056,83.33
0019,0019_001111.txt,"Midyear is day, shire year.","Mid-year's Day, Shire Year.",0.4,0.111,60.0
0019,0019_001139.txt,Let go of my top knot.,Let go of my top knot.,0.0,0.0,100.0
0019,0019_001307.txt,I would scoff at these followers.,I would scoff at these followers.,0.0,0.0,100.0
0019,0019_001313.txt,She said in subdued voice.,She said in a subdued voice.,0.2,0.077,80.0
0019,0019_001312.txt,I believe you are one of them!,I believe you are one of them.,0.143,0.033,85.71
0019,0019_001306.txt,I must have two to fetch and carry.,I must have two to fetch and carry.,0.0,0.0,100.0
0019,0019_001138.txt,In my opinion that-is a good idea!,"In my opinion, that is a good idea.",0.571,0.088,42.86
0019,0019_001110.txt,That I am a born nurse.,that I am a born nurse.,0.0,0.0,100.0
0019,0019_001104.txt,Are you a regular darkey really?,"Are you a regular darkie, really?",0.167,0.062,83.33
0019,0019_001058.txt,That was his chief thought.,That was his chief thought.,0.0,0.0,100.0
0019,0019_001064.txt,Annie please please don't hurt me!,"Annie, please, please don't hurt me.",0.5,0.088,50.0
0019,0019_001070.txt,At the roots-of a bush of a grass.,at the roots of a bush of a grass.,0.25,0.029,75.0
0019,0019_001299.txt,You may imagine how I gape.,You may imagine how I gape.,0.0,0.0,100.0
0019,0019_001266.txt,it isn't picked at all.,It isn't picked at all.,0.0,0.0,100.0
0019,0019_001272.txt,Ask god to help you.,Ask God to help you.,0.0,0.0,100.0
0019,0019_001264.txt,"But what about this thing, sticky!","But what about this thing, sticky?",0.167,0.029,83.33
0019,0019_001270.txt,Her paw went into your eye?,Her paw went into your eye.,0.167,0.037,83.33
0019,0019_001258.txt,"However, somebody killed something.","However, somebody killed something.",0.0,0.0,100.0
0019,0019_001066.txt,"Mister share man, I move for a division.","Mr. Shareman, I move for a division.",0.375,0.15,62.5
0019,0019_001072.txt,And what are doves. And what are doves.,And what are doves? And what are doves?,0.25,0.051,75.0
0019,0019_001099.txt,Then we all say aha!,Then we all say aha.,0.2,0.05,80.0
0019,0019_001112.txt,"Tom, went on eeyore gloomily.",Tom went on eeyore gloomily.,0.2,0.034,80.0
0019,0019_001106.txt,Your midget wife never can sing a song.,Your midget wife never can sing a song.,0.0,0.0,100.0
0019,0019_001310.txt,"As soon as she went in, there was disorder.","As soon as she went in, there was disorder.",0.0,0.0,100.0
0019,0019_001304.txt,She laughed.,She laughed.,0.0,0.0,100.0
0019,0019_001338.txt,She has felt shy of it.,She has felt shy of it.,0.0,0.0,100.0
0019,0019_001339.txt,"No, said piggy carelessly.","No, said Piggy carelessly.",0.0,0.0,100.0
0019,0019_001305.txt,"This was the twenty fifth of november, seventeen eighty three.","This was the 25th of November, 1783.",0.5,0.516,50.0
0019,0019_001311.txt,After a while he perceived both giants.,"After a while, he perceived both giants.",0.143,0.026,85.71
0019,0019_001107.txt,Hannibal come to see you.,Hannibal come to see you.,0.0,0.0,100.0
0019,0019_001113.txt,Asteroid three hundred and twenty five.,Asteroid 325.,0.833,0.744,16.67
0019,0019_001098.txt,"You are not a runaway,who are you?",You are not a runaway. Who are you?,0.286,0.059,71.43
0019,0019_001073.txt,I thought you meant how old are you?,"I thought you meant, how old are you?",0.125,0.028,87.5
0019,0019_001067.txt,Why has this egg not broken?,Why is this egg not broken?,0.167,0.071,83.33
0019,0019_001259.txt,A raging fire was-in his eyes.,A raging fire was in his eyes.,0.333,0.033,66.67
0019,0019_001271.txt,I am a selfish sinner.,I am a selfish sinner.,0.0,0.0,100.0
0019,0019_001265.txt,He likes dragons very much.,He likes dragons very much.,0.0,0.0,100.0
0019,0019_001249.txt,Captain Tom receives an angry letter.,Captain Tom receives an angry letter.,0.0,0.0,100.0
0019,0019_001261.txt,"From each cake, there sprang a huge dog.",From each cake there's spring a huge dog.,0.375,0.1,62.5
0019,0019_001275.txt,Her existence makes him pleasant.,Her existence makes him pleasant.,0.0,0.0,100.0
0019,0019_001063.txt,I have bunburyed all over goat on two separate occasions.,I have been buried all over G.O.A.T. on two separate occasions.,0.3,0.14,70.0
0019,0019_001077.txt,Monster made a deep bow.,Monster made a deep bowl.,0.2,0.042,80.0
0019,0019_001088.txt,"Hold up my chin, slow and solid.","Hold my chin up, slow and solid.",0.429,0.188,57.14
0019,0019_001117.txt,"I suppose no, it doesn't!","I suppose no, it doesn't.",0.2,0.04,80.0
0019,0019_001103.txt,He was still in the forest!,He was still in the forest.,0.167,0.037,83.33
0019,0019_001329.txt,These words behind the ears is nonsense.,These words behind the ears is nonsense.,0.0,0.0,100.0
0019,0019_001315.txt,I've just shot a stag.,I've just shot a stag.,0.0,0.0,100.0
0019,0019_001301.txt,The ladybug told them proudly.,The ladybug told them proudly.,0.0,0.0,100.0
0019,0019_001300.txt,Her kind and firm glance.,Her kind and firm glance.,0.0,0.0,100.0
0019,0019_001314.txt,Slam the doors and wedge them!,Slam the doors and wedge them.,0.167,0.033,83.33
0019,0019_001328.txt,I know you .,I know you.,0.5,0.083,50.0
0019,0019_001102.txt,"From August eighteenth, of their divorce.",from August 18th of their divorce.,0.167,0.22,83.33
0019,0019_001116.txt,Shall we let barbara in?,Shall we let Barbara in?,0.0,0.0,100.0
0019,0019_001089.txt,Our thanks to God's oath.,Our thanks to God's oath.,0.0,0.0,100.0
0019,0019_001076.txt,Let's make the noise a snake.,Let's make the noise a snake.,0.0,0.0,100.0
0019,0019_001062.txt,Her shoes were like fishes.,Her shoes were like fishes.,0.0,0.0,100.0
0019,0019_001274.txt,Do you know the lid opens?,Do you know the lid opens?,0.0,0.0,100.0
0019,0019_001260.txt,It weighs seven point five kilogram.,It weighs 7.5 kilograms.,0.667,0.472,33.33
0019,0019_001248.txt,I'd shoot myself. a pause.,and shoot myself a pause.,0.4,0.115,60.0
0019,0019_001276.txt,And the next day. Nurse will be released.,and the next day nurse will be released.,0.125,0.024,87.5
0019,0019_001262.txt,No thank you.,No thank you.,0.0,0.0,100.0
0019,0019_001289.txt,This is the way that snakes always talk.,This is the way that snakes always talk.,0.0,0.0,100.0
0019,0019_001074.txt,The football teams give a tea party.,The football teams give a tea party.,0.0,0.0,100.0
0019,0019_001060.txt,A nauseous draught.,A nauseous draught.,0.0,0.0,100.0
0019,0019_001128.txt,The art quite safe with me.,The art quite safe with me.,0.0,0.0,100.0
0019,0019_001100.txt,Rabbit gave dog a hurrying up sort of nudge.,Rabbit gave Dog a hurrying up sort of nudge.,0.0,0.0,100.0
0019,0019_001114.txt,And we are so thirsty!,And we are so thirsty.,0.2,0.045,80.0
0019,0019_001302.txt,I am run off my feet.,I am run off my feet.,0.0,0.0,100.0
0019,0019_001316.txt,We may join with that power.,we may join with that power.,0.0,0.0,100.0
0019,0019_001317.txt,Chapter eleven on the doorstep.,Chapter 11 On the Doorstep,0.4,0.226,60.0
0019,0019_001303.txt,I have a soothsayer.,I have a soothsayer.,0.0,0.0,100.0
0019,0019_001115.txt,Tom could hardly speak for laughing.,Tom could hardly speak for laughing.,0.0,0.0,100.0
0019,0019_001101.txt,Said the American to Chinese.,said the American to the Chinese.,0.2,0.138,80.0
0019,0019_001129.txt,All my gum tips gone as well.,All my gum tips gone as well.,0.0,0.0,100.0
0019,0019_001061.txt,Chapter ten a warm welcome.,"Chapter 10, A Warm Welcome.",0.2,0.111,80.0
0019,0019_001075.txt,She is now choosing skirt to wear.,She is now choosing skirt to wear.,0.0,0.0,100.0
0019,0019_001288.txt,Today isn't any other day.,Today isn't any other day.,0.0,0.0,100.0
0019,0019_001263.txt,"Let it give us a chance, my precious.","Let it give us a chance, my precious.",0.0,0.0,100.0
0019,0019_001277.txt,"Born once every one hundred years, dies in flames!","Born once every hundred years, dies in flames.",0.222,0.1,77.78
0019,0019_001210.txt,"Kitty, can you play chess?","Kitty, can you play chess?",0.0,0.0,100.0
0019,0019_001204.txt,He dreamt them all night.,He dreamt them all at night.,0.2,0.12,80.0
0019,0019_001238.txt,Now quicker the fiddle went.,Now quicker the fiddle went.,0.0,0.0,100.0
0019,0019_001166.txt,"No, I burst the balloon!","No, I burst the balloon.",0.2,0.042,80.0
0019,0019_001172.txt,Am I an absolute pauper?,Am I an absolute pauper?,0.0,0.0,100.0
0019,0019_001199.txt,My winding sheet!,My winding sheet.,0.333,0.059,66.67
0019,0019_001364.txt,Bob goes to a new school.,Bob goes to a new school.,0.0,0.0,100.0
0019,0019_001370.txt,Goat Billy asked the old chinese guy.,Go Billy Ask the Old Chinese Guy,0.429,0.135,57.14
0019,0019_001358.txt,Perhaps you think that is a queer title for this chapter.,Perhaps you think that is a queer title for this chapter.,0.0,0.0,100.0
0019,0019_001359.txt,"He owed mister Lawson, I can't tell you how.",He owed Mr. Lawson. I can't tell you how.,0.222,0.136,77.78
0019,0019_001371.txt,Called out the cloud.,called out the cloud.,0.0,0.0,100.0
0019,0019_001365.txt,It's to say how do you do with Tom's answer.,"It's to say, how do you do with Tom's answer?",0.2,0.045,80.0
0019,0019_001198.txt,"And on the top of them, came Winnie, the cute bear.","And on the top of them came Winnie, the cute bear.",0.091,0.02,90.91
0019,0019_001173.txt,I am from towel land.,I am from Tau Land.,0.2,0.19,80.0
0019,0019_001167.txt,They were children of mine.,They were children of mine.,0.0,0.0,100.0
0019,0019_001239.txt,When such wanderers meet.,when such wanderers meet.,0.0,0.0,100.0
0019,0019_001205.txt,This speech roused dame ilse to anger.,This speech rouse Dame Isle to anger.,0.286,0.079,71.43
0019,0019_001211.txt,That's a full grown colt.,That's a full grown cult.,0.2,0.04,80.0
0019,0019_001207.txt,"Blackbird, and Jay.",Blackbird and Jay,0.667,0.105,33.33
0019,0019_001213.txt,How they went to the mountains to eat nuts.,how they went to the mountains to eat nuts.,0.0,0.0,100.0
0019,0019_001171.txt,Finn and the fairy shoemaker.,Finn and the Fairy Shoemaker.,0.0,0.0,100.0
0019,0019_001165.txt,"He might call it, for example.","He might call it, for example,",0.167,0.033,83.33
0019,0019_001159.txt,If they mother knew it.,if they mother knew it.,0.0,0.0,100.0
0019,0019_001373.txt,Why did I wake up!,Why did I wake up?,0.2,0.056,80.0
0019,0019_001367.txt,At length they came to a sharp bend.,"At length, they came to a sharp bend.",0.125,0.028,87.5
0019,0019_001398.txt,"Dear customer,welcome to our ship.","Dear customer, welcome to our ship.",0.4,0.029,60.0
0019,0019_001399.txt,What do you think of this question?,What do you think of this question?,0.0,0.0,100.0
0019,0019_001400.txt,Do you have anything in mind?,Do you have anything in mind?,0.0,0.0,100.0
0019,0019_001366.txt,A thief in the night.,a thief in the night.,0.0,0.0,100.0
0019,0019_001372.txt,A special pot too.,A special part two.,0.5,0.167,50.0
0019,0019_001158.txt,The squire himself showed perfect.,The squire himself showed perfect.,0.0,0.0,100.0
0019,0019_001164.txt,A half pounds of flour and two ounces suet.,"a half pounds of flour, and two ounces sweet.",0.222,0.07,77.78
0019,0019_001170.txt,Our King George is labourers.,Our King George is laborers.,0.2,0.034,80.0
0019,0019_001212.txt,I lent george three pounds.,I lent George three pounds.,0.0,0.0,100.0
0019,0019_001206.txt,The eye could not catch them.,that I could not catch them.,0.333,0.172,66.67
0019,0019_001202.txt,Guilty for what do you rule?,Guilty for what do you rule?,0.0,0.0,100.0
